feature,coef_true,tau_placebo,selected
little_girl,0.554897593854443,0.05073558923606238,True
blue_eyes,0.32790107611245217,0.0,True
good_time,0.280797555748912,0.07422327794924256,True
good_friend,0.2322200190310868,0.07408666670844939,True
good_grades,0.2079324122434676,0.07345903129450496,True
faithful_student,0.17939616495390454,0.04769386918169215,True
good_fellow,-0.1459510680103997,0.06549670935764575,True
true_worth,0.14013664952365443,0.020915200990833462,True
loyal_friend,0.09312412714949159,0.0,True
better_known,-0.005511070762589002,0.0026741907632069927,True
brown_eyes,0.00013094049037938604,0.0,True
