feature,coef_true,tau_placebo,selected
better_known,-0.005511070762589002,0.0026741907632069927,True
big_fellow,-0.0,0.0,False
big_heart,-0.0,0.06187169145485958,False
big_man,-0.0,0.0,False
blue_eyes,0.32790107611245217,0.0,True
brilliant_student,0.0,0.033745490110188806,False
brown_eyes,0.00013094049037938604,0.0,True
busy_man,-0.0,0.02024482429965287,False
campus_lab,-0.0,0.07147549437101924,False
charter_member,0.0,0.0,False
cinder_path,-0.0,0.08468687298131727,False
class_football,-0.0,0.0,False
college_activities,-0.0,0.06432047137954544,False
college_career,0.0,0.0,False
college_course,-0.0,0.0,False
college_life,-0.0,0.06612037951750889,False
college_work,0.0,0.06610354614863155,False
conscientious_worker,0.0,0.02057148539009342,False
cross_country,-0.0,0.0,False
curly_hair,-0.0,0.020873049844375047,False
dry_wit,-0.0,0.050749959854910424,False
earnest_worker,0.0,0.020695728882878118,False
english_department,-0.0,0.02026889088799177,False
especially_fond,0.0,0.04998328150971015,False
fair_sex,-0.0,0.0428415205342584,False
faithful_student,0.17939616495390454,0.04769386918169215,True
finds_time,-0.0,0.0,False
fine_fellow,-0.0,0.0,False
firm_believer,-0.0,0.020320549436422204,False
football_team,-0.0,0.019561507383605556,False
frequent_trips,-0.0,0.0,False
freshman_year,-0.0,0.03144433513158208,False
gets_good,0.0,0.011501003542090228,False
good_athlete,-0.0,0.01962334310380169,False
good_class,-0.0,0.0,False
good_engineer,-0.0,0.07235192518881474,False
good_fellow,-0.1459510680103997,0.06549670935764575,True
good_friend,0.2322200190310868,0.07408666670844939,True
good_grades,0.2079324122434676,0.07345903129450496,True
good_humor,-0.0,0.0,False
good_joke,-0.0,0.0,False
good_judge,-0.0,0.0,False
good_man,-0.02367242201514025,0.04361140876227708,False
good_mixer,0.0,0.07708731740856599,False
good_nature,0.0,0.06719281017196246,False
good_old,-0.0,0.04512087917920016,False
good_scout,-0.0,0.01933257135847748,False
good_sense,-0.0,0.0,False
good_story,-0.0,0.0,False
good_student,-0.0,0.06163865044096167,False
good_time,0.280797555748912,0.07422327794924256,True
good_worker,-0.0,0.031050302622450586,False
gray_matter,-0.0,0.019925298565432983,False
great_deal,0.0,0.003498374402247466,False
hand_man,-0.004356999362013972,0.043443054244292754,False
hard_work,-0.022821708744020897,0.07834265417024339,False
hard_worker,-0.07233266081466926,0.07288261626167107,False
hearted_fellow,-0.0,0.0,False
high_grades,-0.0,0.08025153885182781,False
high_school,0.0,0.0,False
highest_ambition,-0.0,0.0,False
hot_air,-0.0,0.06245006996538467,False
jolly_fellow,-0.0,0.045922519509182365,False
jolly_good,0.0,0.07601034077353049,False
junior_class,0.0,0.020247265568078623,False
junior_year,0.0,0.0,False
laundry_magnate,-0.0,0.0,False
literary_society,-0.0,0.0,False
little_fellow,-0.0,0.049883943801056554,False
little_girl,0.554897593854443,0.05073558923606238,True
little_man,-0.0,0.02113798133038358,False
loyal_ag,-0.0,0.0,False
loyal_friend,0.09312412714949159,0.0,True
makes_good,-0.0,0.02000696311521612,False
making_friends,0.0,0.05033480197175291,False
math_department,-0.0,0.0,False
mean_ability,0.0,0.0,False
mighty_good,0.0,0.002046099388732583,False
outside_work,-0.0,0.0,False
post_office,-0.0,0.0,False
practical_experience,-0.0,0.047104926606138534,False
practical_man,-0.0,0.0,False
practical_work,-0.0,0.048669793260396214,False
pretty_good,0.0,0.04024709317164379,False
public_speaking,-0.0,0.049831238829092815,False
quiet_chap,-0.0,0.0419647947039304,False
quiet_fellow,-0.04337541775483705,0.06807713204483752,False
rough_house,-0.0,0.0,False
short_course,0.0,0.049335846531652974,False
slide_rule,-0.0,0.048085238049475905,False
spare_time,-0.0,0.018227029860579065,False
special_work,-0.0,0.0,False
stock_judge,-0.0,0.0,False
strenuous_life,0.0,0.0,False
takes_life,-0.0,0.02011801711702027,False
thorough_student,0.0,0.020775654970120974,False
true_friend,-0.0,0.02050686670434658,False
true_worth,0.14013664952365443,0.020915200990833462,True
won_fame,0.0,0.0,False
working_chap,-0.0,0.0,False
works_hard,0.0,0.07629340578061904,False
worth_knowing,0.0,0.0,False
young_man,-0.0,0.05969138881811205,False
