word,coefficient
little_girl,0.7280727670173393
blue_eyes,0.5380854994784273
true_worth,0.3509924350847372
faithful_student,0.3277041185835346
good_time,0.30668635652299003
loyal_friend,0.3036041699971071
good_friend,0.2741062074643819
good_grades,0.2599092302911064
great_deal,0.13103764934852924
brown_eyes,0.1148421484878895
strenuous_life,0.10194952725155638
conscientious_worker,0.07259190414430741
studies_hard,0.046269449994393565
earnest_worker,0.04242613890187746
jolly_good,0.036422707193047146
gets_good,0.023097690788438048
likes_good,0.020020530613631987
thorough_student,0.013787059529662133
fair_haired,0.008853684850087265
quiet_unassuming,0.008536591130134889
good_mixer,0.004088773922817062
big_heart,0.001321740343648125
works_hard,0.0012177311547204484
having_good,0.0009184247807140782
makes_good,-0.0011033308305187968
small_stature,-0.013825890382654131
outside_work,-0.014971046960747717
quiet_chap,-0.017055239060178896
jolly_fellow,-0.018015509449344037
good_natured,-0.025411460767540313
quiet_thoughtful,-0.0259255630696683
highest_ambition,-0.02678372202915744
rough_housing,-0.02971895914689386
study_hard,-0.03643080366106329
special_work,-0.04033722571935312
little_fellow,-0.040450390766363344
good_athlete,-0.040503386659482894
good_old,-0.04141304875731779
practical_experience,-0.041955927960857745
good_judge,-0.042785581131176476
slow_steady,-0.04278559009834242
big_fellow,-0.043048427799956136
gray_matter,-0.04375191332303622
frequent_trips,-0.04377881513429347
good_story,-0.04379564441110298
takes_great,-0.04734764928428233
busy_man,-0.049070384117754585
big_good,-0.050223750384264916
graduate_good,-0.052825076479371555
lean_hungry,-0.05447815397036796
good_engineer,-0.05589639489450096
easy_going,-0.06280283446652613
man_big,-0.06285529017711788
good_scout,-0.0641792214045235
dry_wit,-0.0650631067856788
big_man,-0.06831533042575492
young_man,-0.06872536333153795
hearted_fellow,-0.06938597815492141
practical_man,-0.07259679110393383
hard_work,-0.07317574348268353
practical_work,-0.07342943522943482
fair_sex,-0.0785250808603838
rough_house,-0.08000969861254885
quiet_reserved,-0.0813508469524829
hard_working,-0.08858093451335432
fine_fellow,-0.09363591959196946
right_hand,-0.09527664534324723
big_husky,-0.09838661535013926
firm_believer,-0.10236834966504
fellow_good,-0.1039252019589992
hard_worker,-0.10782167529969154
quiet_fellow,-0.10822728325786816
rough_houser,-0.10870510060453327
spare_time,-0.12154015313441693
better_known,-0.13675364762270917
hot_air,-0.14025297162548422
good_man,-0.14779093767492166
student_loyal,-0.16314764409670385
good_fellow,-0.17506665905868973
