word,coefficient
his_early,0.1626591561533339
great_deal,0.1613420315749665
the_name,0.14442695618954357
is_now,0.13947709051971258
is_right,0.11665324405252513
the_time,0.08853277840722915
a_great,0.08729646113087838
time_to,0.08048680713467572
just_to,0.0804800457438506
one_morning,0.07279320337666093
the_ability,0.06500047269361894
has_always,0.06167655424522437
all_times,0.06106361888504566
sort_of,0.060356865760302504
a_few,0.05453095715893604
course_and,0.045196090668577195
student_and,0.040165906347978564
he_never,0.03971189641805195
a_big,0.03874419549238221
better_than,0.0291208074879417
a_little,0.026992929494471456
the_only,0.02590517607645345
works_hard,0.023900448189365528
man_who,0.02255030402191492
the_work,0.021649991442719962
but_always,0.020157317507608043
able_to,0.016203213338770523
spare_time,0.01600508196400064
time_for,0.01268846951748188
enough_to,0.008383895853126072
his_name,0.004137591282292289
a_good,0.0035899372013619675
fellow_who,0.0031313460690982078
in_spite,-0.00016830474136652826
his_own,-0.003146016541755512
full_of,-0.003248919989819169
spite_of,-0.004085118488064653
the_world,-0.004588709364429216
a_loyal,-0.007957250180384966
