word,coefficient
good_engineer,0.2984193549463588
many_friends,0.2662138011742989
inclined_to,0.2527013681776274
his_share,0.2241235043877732
well_known,0.22319138590735477
an_engineer,0.1836547456053322
the_civils,0.17181249747714036
man_of,0.16439363389688091
afraid_to,0.14889851882993396
years_of,0.14758413811621046
is_still,0.1451686897198586
a_serious,0.1428365770923977
a_fine,0.13509833098641844
love_for,0.13156814916734597
well_liked,0.13114534612012876
cinder_path,0.12855870908533204
business_and,0.10994471686845397
his_work,0.10743049295487613
a_college,0.10617118306019999
able_to,0.10188279380804649
his_chief,0.095411840048898
name_for,0.09272913989618295
and_always,0.09221712926809665
the_college,0.09221126891200059
man_has,0.08587186035788341
he_once,0.07250354912154307
a_large,0.07158923650786082
his_ability,0.07143952001057376
fine_fellow,0.0709326917599655
the_faculty,0.06917993565560204
this_man,0.06644821437157665
fact_that,0.06451036834606326
a_loyal,0.06429169850828016
master_of,0.06062116972664687
the_most,0.059030151879796246
the_man,0.05591822361091379
full_of,0.05360824689970999
his_own,0.05306050786825494
make_good,0.0519781426255765
so_far,0.0495166298153061
a_little,0.04926048688097793
in_love,0.04893009655714464
to_work,0.04853004437385004
his_name,0.04841018240344247
in_campus,0.046618542385944026
just_the,0.045280870390993204
a_quiet,0.041011015046133935
never_been,0.03823593478461874
good_student,0.034597876044984724
good_fellow,0.03328500226730519
he_ever,0.0315479765358848
his_future,0.028441120045733053
the_only,0.02737940988819954
a_shark,0.026277201691978818
the_world,0.025645208184330883
in_spite,0.021737115081641264
ever_had,0.021278013868480602
at_home,0.020287121837460967
of_good,0.016997650868656147
his_class,0.016809445953525532
is_always,0.01509858307474724
hard_work,0.015035587607243066
a_star,0.01451076113780611
his_classmates,0.012853520794512196
the_first,0.012679068244965811
is_work,0.012620051502176856
then_he,0.01244253674375859
hearted_fellow,0.01197500742142412
is_so,0.011296686019215248
fellow_and,0.009939311814909944
the_last,0.00926561932164008
the_campus,0.009222675068394274
the_rest,0.005628428792223224
quiet_and,0.003276237614544434
slide_rule,0.0013448440514578623
is_well,0.0009578508655701986
always_on,0.0003135363738192219
one_year,-0.0023810980962967712
last_summer,-0.0028815810384762936
a_bright,-0.004514279630734971
year_at,-0.005367077473689174
the_kind,-0.008596498181267837
a_man,-0.00982899761755574
a_regular,-0.009883770408862888
the_other,-0.011469353880302955
the_ability,-0.012575507296482538
the_boys,-0.012764914074722189
many_a,-0.01418449818684381
life_is,-0.01495780338438928
the_right,-0.0208300647470843
the_best,-0.023708426711144873
as_well,-0.036033830314949986
the_farm,-0.03609307425224425
a_smile,-0.038358531405355015
a_mighty,-0.04101807386900768
a_keen,-0.04116313902289586
so_well,-0.049838130660890594
worker_and,-0.05719119968430611
hard_to,-0.05774427144140408
never_has,-0.0691223454257175
the_good,-0.0714378692405248
student_and,-0.07661621800166209
his_college,-0.07860183251728294
great_deal,-0.08035177569506324
around_good,-0.08237917090120811
her_eyes,-0.08249671747692602
a_lot,-0.08482622095130296
good_friend,-0.08569690990095365
a_girl,-0.09209562119023869
always_happy,-0.09266821918448745
interested_in,-0.1033061200070003
man_who,-0.11166934264050116
good_grades,-0.1292073180607278
her_own,-0.14536763596191604
her_friends,-0.16168415577247772
booster_for,-0.17643266692681922
of_ability,-0.17678797665802076
girl_who,-0.18274035645189116
